frame_index,var_of_laplacian
4065,276.248
4066,192.229
4067,189.958
4068,100.981
4069,123.335
4070,99.467
4071,101.886
4072,95.575
4073,88.204
4074,110.570
4075,98.955
4076,81.515
4077,83.776
4078,143.388
4079,123.088
4080,132.421
4081,141.262
4082,148.045
4083,153.938
4084,158.713
4085,163.803
4086,168.087
4087,141.257
4088,145.420
4089,139.939
4090,132.457
4091,125.545
4092,105.672
4093,99.489
4094,102.511
4095,97.417
4096,97.439
4097,94.635
4098,106.020
4099,110.227
4100,106.925
4101,70.264
4102,105.880
4103,89.672
4104,100.010
4105,63.588
4106,67.383
4107,79.980
4108,89.902
4109,113.422
4110,113.802
4111,132.465
4112,133.630
4113,148.872
4114,160.322
4115,181.782
4116,197.441
4117,225.602
4118,240.362
4119,203.289
4120,299.766
4121,294.835
4122,296.705
4123,301.433
4124,245.089
4125,283.038
4126,271.735
4127,245.537
4128,247.175
4129,157.077
4130,197.898
4131,232.092
4132,293.774
4133,304.220
4134,293.985
4135,181.595
4136,289.951
4137,273.186
4138,288.411
4139,258.959
4140,336.447
4141,292.396
4142,329.963
4143,336.014
4144,335.304
4145,359.502
4146,338.231
4147,325.380
4148,334.989
4149,332.026
4150,343.747
4151,359.122
4152,365.959
4153,325.625
4154,335.260
4155,262.055
4156,218.866
4157,197.964
4158,152.901
4159,151.071
4160,158.776
4161,113.388
4162,139.275
4163,150.088
4164,140.309
4165,206.333
4166,203.149
4167,247.757
4168,248.054
4169,298.375
4170,334.122
4171,347.998
4172,347.829
4173,380.618
4174,398.227
4175,438.059
4176,574.261
4177,690.414
4178,403.598
4179,529.540
4180,479.469
4181,470.825
4182,529.906
4183,420.222
4184,452.601
4185,496.493
4186,513.517
4187,524.814
4188,552.993
4189,594.168
4190,568.342
4191,625.494
4192,532.094
4193,458.359
4194,601.312
4195,528.585
4196,560.337
4197,494.704
4198,547.240
4199,415.176
4200,413.119
4201,484.837
4202,400.036
4203,314.377
4204,337.051
4205,433.244
4206,206.473
4207,185.528
4208,263.847
4209,197.978
4210,150.661
4211,167.370
4212,234.496
4213,169.126
4214,207.738
4215,227.236
4216,246.284
4217,251.988
4218,247.987
4219,146.391
4220,182.243
4221,201.010
4222,303.256
4223,207.567
4224,227.228
4225,305.505
4226,229.677
4227,213.275
4228,260.388
4229,241.419
4230,188.184
4231,214.527
4232,231.257
4233,246.977
4234,283.348
4235,217.464
4236,384.009
4237,297.931
4238,289.167
4239,304.675
4240,328.011
4241,369.778
4242,607.106
4243,587.431
4244,499.215
4245,411.482
4246,652.362
4247,735.859
4248,626.037
4249,729.096
4250,694.365
4251,743.046
4252,718.407
4253,621.037
4254,795.304
4255,800.579
4256,758.667
4257,952.689
4258,1064.237
4259,1157.913
4260,1145.575
4261,1436.266
4262,1572.503
4263,1610.149
4264,1308.473
4265,935.265
4266,1435.441
4267,1275.137
4268,1103.269
4269,1552.245
4270,1225.902
4271,1343.273
4272,1443.942
4273,961.100
4274,970.760
4275,1038.597
4276,1413.238
4277,1755.272
4278,1342.831
4279,1803.655
4280,636.094
4281,2004.097
4282,1647.219
4283,1654.463
4284,882.883
4285,1903.060
4286,1865.225
4287,1626.902
4288,1736.331
4289,1920.088
4290,1694.101
4291,1675.176
4292,1637.270
4293,1831.606
4294,1852.937
4295,1514.455
4296,1476.537
4297,1482.355
4298,792.841
4299,1397.548
4300,1393.052
4301,1485.850
4302,1014.142
4303,1429.763
4304,1779.778
4305,2550.249
4306,1733.725
4307,1640.555
4308,2429.570
4309,2366.776
4310,2369.679
4311,1442.366
4312,2113.046
4313,1752.487
4314,1697.654
4315,1421.566
4316,2132.159
4317,2193.564
4318,2249.345
4319,2501.900
4320,2558.236
4321,2571.567
4322,2506.201
4323,2619.209
4324,2469.125
4325,2447.839
4326,1856.828
4327,1571.117
4328,1538.784
4329,1560.179
4330,1536.096
4331,1553.904
4332,1530.149
4333,1586.296
4334,1362.178
4335,1262.083
4336,1219.046
4337,1192.237
4338,1203.601
4339,1188.137
4340,1304.987
4341,1304.877
4342,1277.929
4343,1327.945
4344,1334.914
4345,1365.231
4346,1355.416
4347,1404.176
4348,1454.118
4349,1468.096
4350,1442.990
4351,1556.754
4352,1155.153
4353,1569.829
4354,1507.042
4355,1382.710
4356,954.714
4357,573.473
4358,1393.875
4359,1446.303
4360,1722.934
4361,1746.848
4362,1731.702
4363,1790.449
4364,1784.310
4365,1617.575
4366,1657.668
4367,1590.654
4368,1421.558
4369,1687.701
4370,1784.438
4371,1843.734
4372,1839.905
4373,1838.974
4374,1783.576
4375,1272.095
4376,1490.060
4377,1462.222
4378,1329.402
4379,1325.959
4380,1237.746
4381,1179.988
4382,1102.197
4383,1050.684
4384,925.950
4385,972.745
4386,856.053
4387,791.401
4388,809.954
4389,450.692
4390,411.115
4391,484.453
4392,328.093
4393,383.497
4394,330.208
4395,294.430
4396,339.106
4397,335.536
4398,324.590
4399,314.182
4400,322.632
4401,316.403
4402,295.378
4403,273.462
4404,285.659
4405,234.904
4406,207.436
4407,189.925
4408,148.860
4409,148.440
4410,181.177
4411,146.119
4412,151.423
4413,173.489
4414,169.496
4415,177.935
4416,292.973
4417,276.438
4418,320.276
4419,397.344
4420,328.092
4421,427.215
4422,441.998
4423,547.628
4424,514.038
4425,666.667
4426,692.350
4427,754.057
4428,824.115
4429,750.027
4430,839.818
4431,791.735
4432,631.469
4433,733.815
4434,751.603
4435,803.165
4436,784.246
4437,792.830
4438,797.917
4439,794.034
4440,703.830
4441,465.343
4442,769.380
4443,734.062
4444,601.173
4445,778.848
4446,783.622
4447,650.750
4448,809.812
4449,691.784
4450,700.826
4451,769.152
4452,725.904
4453,854.527
4454,845.434
4455,610.316
4456,747.002
4457,757.066
4458,659.329
4459,731.069
4460,717.712
4461,735.857
4462,701.940
4463,619.369
4464,657.195
4465,651.866
4466,633.801
4467,718.857
4468,699.640
4469,717.088
4470,722.914
4471,704.978
4472,692.118
4473,651.147
4474,659.267
4475,628.571
4476,581.456
4477,600.925
4478,598.385
4479,599.106
4480,597.387
4481,576.937
4482,609.703
4483,599.245
4484,583.735
4485,584.952
4486,582.272
4487,532.767
4488,467.896
4489,429.708
4490,450.109
4491,433.221
4492,441.351
4493,462.551
4494,457.349
4495,485.377
4496,490.693
4497,502.994
4498,521.348
4499,480.698
4500,476.597
4501,434.384
4502,401.047
4503,345.745
4504,396.373
4505,390.540
4506,436.406
4507,448.470
4508,491.053
4509,489.034
4510,509.817
4511,479.771
4512,419.555
4513,416.384
4514,406.798
4515,368.715
4516,368.747
4517,365.618
4518,353.970
4519,355.658
4520,328.461
4521,307.305
4522,349.488
4523,313.968
4524,300.721
4525,337.536
4526,314.887
4527,345.966
4528,354.079
4529,299.915
4530,316.612
4531,307.793
4532,263.630
4533,285.536
4534,317.317
4535,281.280
4536,341.867
4537,323.591
4538,328.865
4539,385.637
4540,340.212
4541,308.605
4542,394.621
4543,295.651
4544,362.003
4545,287.289
4546,334.658
4547,379.869
4548,275.146
4549,352.849
4550,318.935
4551,306.489
4552,354.692
4553,345.921
4554,297.248
4555,402.516
4556,320.556
4557,301.344
4558,340.282
4559,325.185
4560,349.047
4561,391.281
4562,333.145
4563,301.322
4564,421.696
4565,334.961
4566,355.650
4567,345.236
4568,335.273
4569,394.655
4570,378.731
4571,380.233
4572,409.377
4573,379.845
4574,382.176
4575,386.155
4576,374.604
4577,375.769
4578,425.484
4579,404.446
4580,398.148
4581,406.983
4582,411.005
4583,417.188
4584,386.984
4585,398.840
4586,438.114
4587,405.366
4588,423.525
4589,443.132
4590,433.018
4591,437.800
4592,433.147
4593,499.426
4594,476.030
4595,477.166
4596,507.929
4597,472.029
4598,484.285
4599,517.839
4600,487.702
4601,501.879
4602,572.549
4603,488.216
4604,559.275
4605,560.106
4606,554.435
4607,600.590
4608,549.994
4609,511.967
4610,523.444
4611,509.571
4612,499.781
4613,478.440
4614,485.556
4615,422.180
4616,398.232
4617,425.197
4618,393.740
4619,455.531
4620,448.654
4621,447.488
4622,474.366
4623,464.619
4624,421.603
4625,383.278
4626,554.235
4627,428.881
4628,448.343
4629,467.205
4630,469.454
4631,486.638
4632,499.224
4633,504.364
4634,516.078
4635,554.170
4636,536.996
4637,494.068
4638,441.181
4639,417.921
4640,272.428
4641,235.951
4642,176.881
4643,167.773
4644,184.553
4645,224.730
4646,201.927
4647,186.364
4648,200.842
4649,181.449
4650,158.637
4651,191.149
4652,158.698
4653,129.037
4654,204.190
4655,297.354
4656,139.829
4657,185.202
4658,257.105
4659,234.919
4660,232.528
4661,288.005
4662,250.499
4663,267.568
4664,205.168
4665,340.408
4666,391.067
4667,367.796
4668,382.500
4669,395.255
4670,408.068
4671,407.931
4672,413.322
4673,421.283
4674,449.571
4675,490.652
4676,511.972
4677,513.141
4678,529.094
4679,552.066
4680,522.668
4681,549.419
4682,560.795
4683,621.858
4684,675.342
4685,756.336
4686,678.922
4687,657.882
4688,754.827
4689,475.313
4690,526.018
4691,846.859
4692,919.771
4693,748.305
4694,764.484
4695,977.456
4696,890.922
4697,643.151
4698,511.821
4699,989.127
4700,1064.079
4701,1066.039
4702,1053.672
4703,1033.261
4704,1003.477
4705,989.890
4706,1059.069
4707,1000.375
4708,989.478
4709,1040.376
4710,1034.385
4711,1113.132
4712,1129.071
4713,1146.716
4714,1121.283
4715,1122.840
4716,1094.718
4717,1111.342
4718,1071.896
4719,1074.148
4720,1050.610
4721,1081.934
4722,1045.585
4723,1048.910
4724,1039.456
4725,1025.242
4726,955.417
4727,627.958
4728,653.282
4729,517.940
4730,511.059
4731,640.879
4732,512.426
4733,394.644
4734,351.530
4735,356.325
4736,472.854
4737,873.813
4738,551.603
4739,803.833
4740,949.630
4741,933.726
4742,971.558
4743,963.144
4744,964.128
4745,913.586
4746,957.557
4747,1003.022
4748,988.129
4749,1032.695
4750,941.757
4751,987.242
4752,1008.283
4753,1080.273
4754,1064.410
4755,1088.141
4756,1117.585
4757,1135.276
4758,1120.730
4759,1130.173
4760,1113.962
4761,1124.517
4762,1089.768
4763,1060.276
4764,1007.179
4765,1001.425
4766,998.832
4767,978.541
4768,954.541
4769,1015.226
4770,923.060
4771,688.451
4772,865.318
4773,1110.062
4774,1105.963
4775,1084.465
4776,1078.154
4777,1118.932
4778,1095.186
4779,1095.006
4780,1100.186
4781,1116.179
4782,1107.086
4783,1124.327
4784,1118.071
4785,1134.184
4786,1112.938
4787,1114.443
4788,1097.741
4789,1126.176
4790,1120.176
4791,1126.860
4792,1131.903
4793,1139.973
4794,1106.159
4795,1100.252
4796,1061.141
4797,1040.474
4798,998.741
4799,859.062
4800,666.903
4801,719.031
4802,628.665
4803,564.571
4804,569.969
4805,593.794
4806,609.743
4807,668.497
4808,702.136
4809,748.530
4810,646.014
4811,454.515
4812,551.863
4813,468.041
4814,492.878
4815,623.072
4816,601.822
4817,414.535
4818,283.219
4819,271.213
4820,242.253
4821,283.374
4822,273.956
4823,208.822
4824,242.726
4825,203.389
4826,320.687
4827,315.117
4828,418.718
4829,489.618
4830,578.016
4831,662.900
4832,667.583
4833,697.752
4834,607.876
4835,695.497
4836,700.265
4837,523.093
4838,274.533
4839,744.846
4840,388.127
4841,243.679
4842,657.160
4843,356.467
4844,526.813
4845,603.730
4846,538.541
4847,573.556
4848,702.240
4849,605.591
4850,681.065
4851,702.732
4852,802.192
4853,613.517
4854,285.802
4855,671.702
4856,285.644
4857,227.546
4858,261.942
4859,185.096
4860,165.195
4861,212.502
4862,167.165
4863,160.179
4864,186.139
4865,184.254
4866,138.695
4867,146.539
4868,132.399
4869,101.160
4870,184.262
4871,123.261
4872,84.786
4873,126.840
4874,110.347
4875,96.368
4876,110.830
4877,112.417
4878,151.109
4879,154.612
4880,140.971
4881,148.690
4882,141.665
4883,143.662
4884,137.842
4885,148.939
4886,130.928
4887,121.224
4888,115.770
4889,108.765
4890,111.113
4891,108.262
4892,100.398
4893,121.584
4894,128.452
4895,148.507
4896,152.469
4897,150.641
4898,137.575
4899,112.037
4900,123.494
4901,121.668
4902,112.749
4903,111.714
4904,123.480
4905,117.303
4906,110.900
4907,117.583
4908,112.475
4909,100.223
4910,110.517
4911,100.256
4912,103.089
4913,101.191
4914,97.801
4915,95.824
4916,97.125
4917,96.806
4918,94.761
4919,103.672
4920,103.752
4921,96.784
4922,100.599
4923,107.205
4924,103.511
4925,106.905
4926,116.580
4927,109.280
4928,119.574
4929,125.341
4930,123.729
4931,140.331
4932,147.867
4933,141.022
4934,204.575
4935,192.821
4936,191.895
4937,227.483
4938,191.351
4939,205.496
4940,235.949
4941,205.309
4942,214.294
4943,253.117
4944,237.229
4945,283.624
4946,277.731
4947,308.766
4948,325.309
4949,335.680
4950,335.478
4951,231.785
4952,394.375
4953,265.021
4954,198.514
4955,172.360
4956,196.244
4957,226.653
4958,224.112
4959,226.395
4960,301.857
4961,290.432
4962,329.549
4963,373.342
4964,366.929
4965,462.796
4966,469.480
4967,431.462
4968,620.222
4969,592.218
4970,603.969
4971,622.129
4972,616.385
4973,578.136
4974,757.510
4975,734.662
4976,675.598
4977,1006.148
4978,862.275
4979,688.904
4980,621.383
4981,619.903
4982,687.251
4983,242.167
4984,202.569
4985,264.352
4986,277.196
4987,305.136
4988,407.796
4989,453.952
4990,427.060
4991,409.056
4992,575.101
4993,848.801
4994,880.208
4995,524.439
4996,1355.979
4997,1379.408
4998,706.236
4999,1412.605
5000,1419.066
5001,1634.938
5002,1517.096
5003,1852.637
5004,2169.486
5005,2048.359
5006,2163.738
5007,1314.746
5008,2270.738
5009,2037.357
5010,1289.031
5011,2002.942
5012,1734.797
5013,1899.332
5014,2048.963
5015,2216.459
5016,2408.294
5017,2326.637
5018,2401.711
5019,2902.768
5020,2817.490
5021,2875.945
5022,2859.816
5023,2876.476
5024,2748.500
5025,2743.627
5026,2675.060
5027,2754.724
5028,2684.086
5029,2652.061
5030,2541.575
5031,2181.327
5032,2168.266
5033,1970.933
5034,1932.595
5035,1732.558
5036,1750.967
5037,1775.266
5038,1518.394
5039,1654.559
5040,1797.295
5041,1850.625
5042,1861.811
5043,1888.162
5044,1861.806
5045,1482.734
5046,1389.102
5047,269.844
5048,254.138
5049,466.281
5050,191.829
5051,1041.202
5052,1237.013
5053,1253.891
5054,1554.068
5055,1571.612
5056,1571.151
5057,1307.008
5058,1321.912
5059,1277.372
5060,1054.264
5061,920.685
5062,806.949
5063,256.017
5064,584.452
5065,671.141
5066,1156.138
5067,1335.804
5068,1755.291
5069,2007.900
5070,1719.866
5071,1727.567
5072,1473.706
5073,590.014
5074,801.628
5075,432.425
5076,525.683
5077,1158.649
5078,1241.002
5079,1161.551
5080,1220.508
5081,720.273
5082,299.860
5083,343.672
5084,227.278
5085,165.028
5086,302.426
5087,241.949
5088,258.532
5089,547.263
5090,619.711
5091,743.730
5092,711.297
5093,700.672
5094,711.857
5095,797.150
5096,797.542
5097,908.391
5098,915.758
5099,964.674
5100,1188.910
5101,1268.944
5102,1342.327
5103,1411.794
5104,1254.044
5105,1322.385
5106,1261.083
5107,1232.681
5108,887.794
5109,932.812
5110,841.710
5111,783.580
5112,782.637
5113,910.922
5114,941.478
5115,999.815
5116,1039.235
5117,1046.209
5118,1065.867
5119,1130.867
5120,1103.972
5121,1029.442
5122,919.986
5123,901.967
5124,893.144
5125,877.717
5126,882.992
5127,893.043
5128,870.442
5129,795.220
5130,603.360
5131,577.739
5132,645.540
5133,617.821
5134,596.943
5135,717.805
5136,705.740
5137,694.080
5138,716.296
5139,711.105
5140,714.417
5141,715.450
5142,727.179
5143,754.482
5144,818.994
5145,780.026
5146,687.268
5147,686.285
5148,698.194
5149,632.276
5150,593.862
5151,675.917
5152,578.628
5153,553.014
5154,526.110
5155,481.927
5156,419.815
5157,451.875
5158,404.607
5159,385.913
5160,391.296
5161,408.647
5162,308.340
5163,391.902
5164,330.192
5165,322.307
5166,298.564
5167,396.069
5168,296.115
5169,260.160
5170,236.326
5171,169.866
5172,165.815
5173,193.813
5174,183.303
5175,188.418
5176,234.887
5177,248.740
5178,214.439
5179,289.244
5180,256.174
5181,281.970
5182,295.043
5183,293.415
5184,277.017
5185,287.204
5186,294.939
5187,315.576
5188,378.157
5189,383.355
5190,330.731
5191,342.329
5192,363.231
5193,331.374
5194,321.695
5195,365.466
5196,383.468
5197,387.019
5198,378.534
5199,387.187
5200,382.517
5201,391.550
5202,408.767
5203,405.268
5204,402.171
5205,401.947
5206,397.940
5207,394.234
5208,400.200
5209,417.585
5210,411.498
5211,388.993
5212,407.620
5213,211.523
5214,385.207
5215,433.456
5216,437.139
5217,507.107
5218,496.690
5219,545.199
5220,577.874
5221,606.587
5222,604.384
5223,598.024
5224,586.768
5225,588.325
5226,593.516
5227,599.089
5228,594.589
5229,581.759
5230,564.536
5231,564.368
5232,542.956
5233,501.683
5234,499.464
5235,501.505
5236,489.924
5237,522.744
5238,561.717
5239,555.497
5240,553.864
5241,548.341
5242,449.924
5243,424.997
5244,419.183
5245,386.095
5246,370.024
5247,372.065
5248,375.153
5249,368.919
5250,384.404
5251,366.876
5252,356.960
5253,361.967
5254,356.845
5255,359.791
5256,368.853
5257,364.436
5258,358.392
5259,352.487
5260,240.963
5261,362.246
5262,353.016
5263,364.116
5264,365.162
5265,362.199
5266,319.061
5267,376.575
5268,371.749
5269,377.329
5270,381.380
5271,353.150
5272,376.058
5273,353.937
5274,385.527
5275,404.270
5276,397.255
5277,396.844
5278,399.702
5279,374.863
5280,390.995
5281,397.192
5282,351.458
5283,356.222
5284,337.375
5285,321.052
5286,313.227
5287,299.657
5288,293.621
5289,298.027
5290,307.869
5291,314.662
5292,303.471
5293,298.071
5294,269.312
5295,267.137
5296,273.918
5297,146.347
5298,180.656
5299,284.130
5300,283.796
5301,273.748
5302,274.807
5303,259.501
5304,246.334
5305,193.984
5306,152.799
5307,197.899
5308,216.592
5309,226.886
5310,229.895
5311,232.486
5312,237.569
5313,246.294
5314,240.760
5315,238.008
5316,224.822
5317,219.865
5318,171.354
5319,161.717
5320,142.198
5321,110.191
5322,124.287
5323,123.164
5324,137.491
5325,147.897
5326,172.115
5327,234.686
5328,268.165
5329,255.500
5330,302.882
5331,453.086
5332,396.735
5333,353.481
5334,342.747
5335,199.210
5336,201.819
5337,137.555
5338,206.116
5339,255.907
5340,297.301
5341,244.159
5342,290.177
5343,311.908
5344,422.400
5345,436.258
5346,462.227
5347,464.168
5348,349.658
5349,404.939
5350,356.336
5351,433.854
5352,421.826
5353,404.817
5354,406.509
5355,490.423
5356,388.656
5357,376.676
5358,397.203
5359,361.541
5360,343.363
5361,343.096
5362,260.231
5363,229.595
5364,242.130
5365,272.089
5366,255.690
5367,273.990
5368,266.434
5369,283.333
5370,288.908
5371,287.100
5372,327.837
5373,331.660
5374,344.735
5375,344.704
5376,348.979
5377,384.107
5378,327.833
5379,290.951
5380,312.866
5381,298.807
5382,307.122
5383,263.248
5384,272.097
5385,355.470
5386,347.745
5387,289.202
5388,216.393
5389,169.034
5390,224.199
5391,262.803
5392,249.807
5393,210.238
5394,243.983
5395,243.158
5396,183.737
5397,239.048
5398,199.373
5399,265.086
5400,243.864
5401,247.485
5402,223.550
5403,223.448
5404,224.179
5405,224.592
5406,233.771
5407,230.256
5408,215.929
5409,204.352
5410,189.285
5411,188.948
5412,197.817
5413,198.974
5414,205.594
5415,218.734
5416,198.807
5417,240.957
5418,244.213
5419,289.811
5420,189.658
5421,304.903
5422,270.676
5423,284.541
5424,341.478
5425,337.447
5426,279.701
5427,305.309
5428,236.471
5429,248.994
5430,224.654
5431,219.379
5432,218.383
5433,220.476
5434,215.752
5435,225.657
5436,218.638
5437,223.147
5438,222.029
5439,242.324
5440,236.339
5441,226.100
5442,221.996
5443,228.281
5444,210.356
5445,210.995
5446,203.671
5447,201.972
5448,197.943
5449,193.708
5450,201.179
5451,210.664
5452,221.725
5453,228.393
5454,230.302
5455,229.349
5456,235.297
5457,231.118
5458,219.714
5459,237.785
5460,237.937
5461,238.320
5462,235.667
5463,220.918
5464,209.520
5465,212.581
5466,216.766
5467,191.665
5468,187.932
5469,158.478
5470,171.921
5471,147.988
5472,145.161
5473,91.177
5474,88.849
5475,76.790
5476,80.374
5477,56.756
5478,65.499
5479,73.429
5480,64.266
5481,49.090
5482,47.068
5483,47.607
5484,41.090
5485,42.869
5486,52.865
5487,49.441
5488,47.271
5489,58.144
5490,58.744
5491,72.593
5492,77.481
5493,109.218
5494,119.380
5495,129.854
5496,196.682
5497,189.662
5498,193.814
5499,193.619
5500,223.930
5501,224.073
5502,246.753
5503,299.941
5504,262.815
5505,346.209
5506,314.781
5507,317.446
5508,322.271
5509,309.664
5510,335.665
5511,320.215
5512,291.263
5513,305.263
5514,228.118
5515,234.427
5516,239.210
5517,258.935
5518,206.397
5519,210.306
5520,216.938
5521,229.490
5522,248.851
5523,240.245
5524,260.593
5525,296.179
5526,290.549
5527,326.305
5528,322.595
5529,392.061
5530,293.026
5531,261.617
5532,284.907
5533,258.025
5534,200.724
5535,210.808
5536,255.470
5537,202.634
5538,206.332
5539,193.231
5540,147.420
5541,129.666
5542,133.769
5543,120.005
5544,126.484
5545,109.090
5546,100.723
5547,88.122
5548,104.434
5549,86.364
5550,84.087
5551,89.242
5552,90.370
5553,94.913
5554,106.138
5555,102.148
5556,107.598
5557,107.923
5558,107.420
5559,122.348
5560,106.565
5561,94.670
5562,100.728
5563,78.132
5564,66.382
5565,73.587
5566,68.676
5567,59.378
5568,62.978
5569,58.615
5570,69.385
5571,80.411
5572,96.283
5573,112.993
5574,138.355
5575,144.291
5576,185.943
5577,131.884
5578,159.015
5579,158.168
5580,129.121
5581,117.784
5582,115.316
5583,94.712
5584,85.360
5585,73.238
5586,81.361
5587,76.471
5588,62.924
5589,43.202
5590,54.988
5591,49.291
5592,34.580
5593,44.243
5594,51.445
5595,47.769
5596,49.406
5597,61.864
5598,56.161
5599,57.351
5600,60.084
5601,57.928
5602,60.959
5603,59.450
5604,53.563
5605,64.138
5606,77.053
5607,61.579
5608,62.622
5609,69.728
5610,69.933
5611,55.013
5612,60.983
5613,62.629
5614,65.935
5615,52.894
5616,54.297
5617,55.250
5618,49.980
5619,51.524
5620,54.316
5621,56.391
5622,60.328
5623,55.601
5624,56.210
5625,57.404
5626,60.020
5627,55.772
5628,62.214
5629,67.790
5630,67.916
5631,62.741
5632,61.329
5633,61.164
5634,58.254
5635,57.828
5636,57.926
5637,58.164
5638,58.482
5639,65.843
5640,68.716
5641,75.688
5642,83.817
5643,59.041
5644,111.894
5645,108.000
5646,118.416
5647,132.301
5648,138.021
5649,144.326
5650,152.781
5651,146.228
5652,145.172
5653,150.764
5654,129.699
5655,136.510
5656,129.564
5657,139.474
5658,101.271
5659,134.154
5660,138.206
5661,100.834
5662,63.393
5663,52.284
5664,51.265
5665,48.499
5666,65.104
5667,58.949
5668,41.310
5669,44.953
5670,60.470
5671,59.249
5672,62.631
5673,84.341
5674,120.161
5675,110.190
5676,154.618
5677,169.058
5678,192.948
5679,219.342
5680,184.490
5681,164.995
5682,285.571
5683,341.449
5684,215.964
5685,261.004
5686,383.317
5687,330.929
5688,353.158
5689,346.503
5690,341.246
5691,319.046
5692,401.303
5693,356.579
5694,380.459
5695,380.153
5696,412.366
5697,358.032
5698,366.160
5699,376.258
5700,346.660
5701,365.899
5702,408.299
5703,298.840
5704,487.532
5705,497.530
5706,509.618
5707,614.692
5708,587.407
5709,584.655
5710,654.668
5711,666.136
5712,647.420
5713,711.554
5714,745.151
5715,753.452
5716,798.268
5717,898.798
5718,901.674
5719,970.621
5720,914.711
5721,987.155
5722,868.280
5723,942.734
5724,924.487
5725,1038.477
5726,923.047
5727,966.807
5728,1031.170
5729,1026.528
5730,1032.818
5731,1039.838
5732,1040.279
5733,1049.860
5734,1097.939
5735,1066.344
5736,1091.404
5737,1103.121
5738,1096.173
5739,1151.268
5740,1194.709
5741,1202.301
5742,1272.404
5743,1250.448
5744,1267.654
5745,1294.824
5746,1335.223
5747,1297.784
5748,1319.691
5749,1351.065
5750,1412.006
5751,1431.265
5752,1441.246
5753,1469.446
5754,1527.832
5755,1518.234
5756,1530.960
5757,1543.030
5758,1582.731
5759,1575.020
5760,1589.189
5761,1588.704
5762,1628.940
5763,1564.962
5764,1566.406
5765,1555.095
5766,1601.709
5767,1569.961
5768,1551.531
5769,1587.573
5770,1640.912
5771,1663.099
5772,1713.265
5773,1769.131
5774,1820.479
5775,1804.958
5776,1831.886
5777,1867.130
5778,1941.709
5779,1895.409
5780,1932.873
5781,1939.893
5782,2003.002
5783,1976.323
5784,1990.958
5785,2000.043
5786,2033.680
5787,1983.951
5788,1975.078
5789,1924.239
5790,1930.788
5791,1711.891
5792,1498.920
5793,1289.666
5794,1073.734
5795,839.837
5796,656.484
5797,492.389
5798,366.627
5799,262.570
5800,211.453
5801,153.807
5802,137.383
5803,113.518
5804,95.477
5805,65.089
5806,126.854
5807,90.811
5808,59.040
5809,83.147
5810,84.377
5811,133.563
5812,168.989
5813,159.251
5814,157.549
5815,174.524
5816,247.550
5817,332.530
5818,652.185
5819,1055.671
5820,1314.967
5821,1649.432
5822,1853.510
5823,1990.099
5824,2014.846
5825,2093.850
5826,2155.943
5827,2174.795
5828,2235.296
5829,2276.996
5830,2307.538
5831,2293.777
5832,2230.343
5833,2267.727
5834,2261.885
5835,2135.485
5836,2043.042
5837,2121.121
5838,2108.597
5839,2000.581
5840,2009.756
5841,1970.591
5842,1684.242
5843,1839.898
5844,2044.601
5845,1965.548
5846,1997.398
5847,1968.319
5848,1925.481
5849,1926.210
5850,1916.583
5851,1711.342
5852,1755.571
5853,1463.928
5854,1350.349
5855,1298.309
5856,898.223
5857,1025.664
5858,1112.119
5859,1185.515
5860,1175.782
5861,1225.829
5862,1337.772
5863,1357.920
5864,1404.145
5865,1314.848
5866,1416.906
5867,1166.283
5868,1172.937
5869,1073.767
5870,944.440
5871,955.050
5872,1034.763
5873,997.771
5874,987.178
5875,1005.369
5876,1149.185
5877,993.604
5878,1077.283
5879,1104.206
5880,1095.079
5881,1101.330
5882,1118.215
5883,1123.773
5884,1136.696
5885,1157.915
5886,1152.733
5887,1183.731
5888,1194.364
5889,1173.557
5890,1225.833
5891,1200.158
5892,1201.535
5893,1198.573
5894,1212.528
5895,1186.435
5896,1185.772
5897,1179.636
5898,1190.393
5899,1154.321
5900,1144.959
5901,1125.292
5902,1122.512
5903,1046.303
5904,1004.226
5905,954.913
5906,914.461
5907,799.293
5908,702.482
5909,641.044
5910,511.371
5911,486.944
5912,420.024
5913,417.906
5914,366.485
5915,389.428
5916,349.478
5917,339.055
5918,346.937
5919,335.947
5920,338.478
5921,321.222
5922,315.572
5923,284.682
5924,268.734
5925,260.609
5926,261.862
5927,232.882
5928,226.734
5929,209.447
5930,191.540
5931,108.635
5932,102.023
5933,95.330
5934,90.720
5935,95.647
5936,153.776
5937,134.508
5938,131.102
5939,124.582
5940,125.311
5941,141.519
5942,132.745
5943,149.036
5944,143.897
5945,133.482
5946,101.739
5947,88.815
5948,119.493
5949,124.189
5950,121.028
5951,114.760
5952,120.276
5953,131.010
5954,141.013
5955,153.702
5956,179.317
5957,192.637
5958,191.221
5959,178.458
5960,191.909
5961,191.041
5962,182.583
5963,179.589
5964,182.613
5965,182.217
5966,185.256
5967,184.042
5968,173.718
5969,183.931
5970,202.548
5971,210.533
5972,212.193
5973,218.435
5974,221.200
5975,226.918
5976,232.747
5977,236.305
5978,248.013
5979,261.551
5980,256.659
5981,256.379
5982,267.603
5983,282.090
5984,301.241
5985,328.800
5986,360.132
5987,386.476
5988,407.120
5989,423.566
5990,433.790
5991,443.749
5992,451.877
5993,456.133
5994,467.133
5995,486.069
5996,495.275
5997,515.286
5998,530.499
5999,546.116
6000,538.814
6001,540.006
6002,497.715
