frame_index,var_of_laplacian
2097,538.557
2098,554.301
2099,527.317
2100,545.268
2101,567.597
2102,481.279
2103,309.739
2104,401.456
2105,438.881
2106,287.788
2107,248.106
2108,216.568
2109,195.723
2110,171.687
2111,117.418
2112,110.303
2113,99.486
2114,93.711
2115,67.011
2116,70.662
2117,76.453
2118,98.337
2119,79.072
2120,79.107
2121,136.245
2122,152.083
2123,132.084
2124,127.804
2125,137.611
2126,147.147
2127,168.494
2128,175.875
2129,175.168
2130,160.415
2131,190.552
2132,164.413
2133,160.234
2134,193.925
2135,168.209
2136,145.667
2137,161.094
2138,171.142
2139,171.894
2140,159.331
2141,103.576
2142,168.920
2143,148.017
2144,184.767
2145,231.805
2146,281.708
2147,342.920
2148,352.079
2149,357.414
2150,484.068
2151,519.229
2152,590.621
2153,586.117
2154,537.841
2155,523.280
2156,522.536
2157,491.646
2158,479.910
2159,532.696
2160,339.282
2161,317.120
2162,253.823
2163,353.023
2164,304.160
2165,284.472
2166,488.811
2167,524.669
2168,521.722
2169,512.957
2170,541.001
2171,435.748
2172,375.124
2173,489.579
2174,553.671
2175,551.908
2176,606.595
2177,1283.235
2178,646.345
2179,613.384
2180,1220.381
2181,957.277
2182,556.773
2183,359.801
2184,558.963
2185,214.318
2186,211.405
2187,199.495
2188,157.617
2189,317.246
2190,925.421
2191,500.102
2192,300.901
2193,905.959
2194,1132.528
2195,1051.029
2196,600.589
2197,187.739
2198,165.647
2199,221.920
2200,268.102
2201,327.205
2202,85.238
2203,97.794
2204,114.897
2205,1032.514
2206,281.368
2207,107.972
2208,838.297
2209,1038.468
2210,889.388
2211,1128.738
2212,972.060
2213,1282.304
2214,1371.424
2215,1018.541
2216,882.211
2217,757.173
2218,730.284
2219,815.933
2220,868.884
2221,741.787
2222,702.465
2223,667.074
2224,574.560
2225,551.697
2226,484.912
2227,395.599
2228,549.479
2229,1159.538
2230,1095.939
2231,1170.574
2232,1116.634
2233,1101.317
2234,1141.433
2235,1140.507
2236,1171.995
2237,1238.904
2238,1181.254
2239,1237.145
2240,1061.423
2241,1013.423
2242,1053.426
2243,231.448
2244,178.160
2245,221.186
2246,146.702
2247,133.891
2248,137.676
2249,124.674
2250,120.597
2251,163.568
2252,219.000
2253,262.929
2254,257.489
2255,262.694
2256,237.129
2257,263.013
2258,235.171
2259,300.688
2260,297.527
2261,367.924
2262,407.667
2263,426.878
2264,370.295
2265,342.345
2266,342.814
2267,325.835
2268,310.155
2269,325.912
2270,424.138
2271,439.746
2272,766.301
2273,556.670
2274,633.589
2275,501.171
2276,482.631
2277,508.393
2278,429.098
2279,479.946
2280,448.463
2281,480.724
2282,491.857
2283,513.510
2284,473.059
2285,483.576
2286,684.488
2287,489.614
2288,604.930
2289,560.257
2290,658.832
2291,663.101
2292,679.005
2293,752.935
2294,783.790
2295,792.783
2296,790.469
2297,770.156
2298,808.105
2299,797.574
2300,757.735
2301,747.959
2302,682.409
2303,693.268
2304,640.634
2305,627.387
2306,580.308
2307,529.973
2308,544.719
2309,519.432
2310,491.843
2311,447.838
2312,483.304
2313,460.352
2314,474.419
2315,462.001
2316,473.394
2317,472.387
2318,484.676
2319,492.441
2320,491.936
2321,484.206
2322,471.321
2323,492.205
2324,485.169
2325,502.081
2326,530.219
2327,537.849
2328,551.218
2329,527.535
2330,516.446
2331,527.985
2332,530.529
2333,511.376
2334,548.034
2335,553.968
2336,570.782
2337,525.533
2338,513.500
2339,501.046
2340,463.347
2341,472.393
2342,443.551
2343,471.448
2344,414.192
2345,450.005
2346,458.243
2347,463.508
2348,530.086
2349,614.676
2350,622.093
2351,649.766
2352,562.242
2353,562.099
2354,500.574
2355,486.129
2356,417.377
2357,408.929
2358,437.545
2359,379.925
2360,363.579
2361,367.678
2362,322.558
2363,374.696
2364,338.607
2365,315.886
2366,376.877
2367,384.383
2368,314.582
2369,353.228
2370,272.880
2371,274.563
2372,274.462
2373,263.991
2374,256.166
2375,261.633
2376,241.720
2377,237.371
2378,247.781
2379,239.810
2380,234.469
2381,241.881
2382,236.298
2383,250.048
2384,229.801
2385,228.038
2386,239.514
2387,246.086
2388,256.182
2389,276.282
2390,245.865
2391,253.421
2392,239.571
2393,296.679
2394,251.118
2395,283.176
2396,266.194
2397,237.190
2398,272.342
2399,257.665
2400,255.514
2401,271.394
2402,270.878
2403,286.611
2404,297.719
2405,310.311
2406,328.916
2407,348.755
2408,351.040
2409,352.363
2410,351.772
2411,389.665
2412,369.897
2413,383.904
2414,390.346
2415,416.600
2416,419.913
2417,430.104
2418,435.774
2419,439.916
2420,449.065
2421,452.155
2422,455.699
2423,475.081
2424,473.175
2425,500.040
2426,486.206
2427,498.613
2428,511.413
2429,514.741
2430,527.077
2431,538.771
2432,542.277
2433,541.882
2434,533.707
2435,539.260
2436,533.282
2437,531.968
2438,524.586
2439,518.865
2440,502.294
2441,490.891
2442,459.225
2443,454.483
2444,430.838
2445,421.114
2446,411.227
2447,416.059
2448,394.358
2449,386.534
2450,379.393
2451,375.554
2452,360.687
2453,324.651
2454,320.355
2455,299.953
2456,249.022
2457,252.891
2458,222.013
2459,258.740
2460,206.726
2461,228.902
2462,232.854
2463,207.125
2464,214.125
2465,198.696
2466,204.385
2467,195.275
2468,186.781
2469,196.909
2470,190.228
2471,191.121
2472,195.178
2473,190.426
2474,190.341
2475,180.201
2476,182.154
2477,179.461
2478,194.004
2479,167.232
2480,201.632
2481,172.154
2482,214.540
2483,210.646
2484,243.989
2485,262.074
2486,254.535
2487,262.917
2488,309.557
2489,343.585
2490,383.909
2491,397.811
2492,381.404
2493,514.085
2494,473.815
2495,487.722
2496,508.433
2497,293.943
2498,345.759
2499,268.971
2500,304.644
2501,284.475
2502,254.484
2503,295.643
2504,258.993
2505,244.533
2506,254.595
2507,246.922
2508,253.401
2509,235.481
2510,249.229
2511,229.749
2512,246.166
2513,214.128
2514,222.669
2515,173.340
2516,169.764
2517,131.922
2518,109.726
2519,103.464
2520,96.459
2521,92.601
2522,100.721
2523,115.230
2524,128.341
2525,144.092
2526,129.582
2527,128.658
2528,140.372
2529,142.410
2530,147.708
2531,153.518
2532,145.620
2533,130.286
2534,144.493
2535,117.476
2536,134.477
2537,133.862
2538,154.043
2539,121.508
2540,145.415
2541,132.746
2542,164.033
2543,171.136
2544,195.335
2545,239.528
2546,274.699
2547,246.846
2548,260.698
2549,257.473
2550,214.755
2551,219.479
2552,221.291
2553,240.176
2554,257.320
2555,294.767
2556,332.850
2557,372.903
2558,407.268
2559,379.813
2560,442.277
2561,439.662
2562,473.810
2563,462.672
2564,531.992
2565,556.903
2566,576.451
2567,556.374
2568,645.499
2569,629.633
2570,646.759
2571,649.211
2572,667.057
2573,665.945
2574,662.257
2575,697.766
2576,681.491
2577,733.973
2578,726.939
2579,846.771
2580,802.600
2581,841.734
2582,850.056
2583,858.183
2584,838.013
2585,828.354
2586,837.436
2587,822.166
2588,875.787
2589,869.783
2590,843.566
2591,900.865
2592,799.847
2593,830.130
2594,833.933
2595,763.302
2596,828.510
2597,772.316
2598,796.349
2599,792.110
2600,854.173
2601,808.656
2602,834.273
2603,872.467
2604,874.256
2605,884.897
2606,894.942
2607,875.351
2608,890.112
2609,927.165
2610,880.965
2611,857.179
2612,905.906
2613,831.735
2614,850.496
2615,799.300
2616,816.016
2617,779.598
2618,760.903
2619,807.070
2620,710.676
2621,726.788
2622,761.309
2623,722.938
2624,746.935
2625,683.738
2626,744.342
2627,681.797
2628,740.507
2629,706.006
2630,684.280
2631,685.172
2632,709.266
2633,721.651
2634,698.763
2635,705.406
2636,686.417
2637,678.564
2638,650.073
2639,696.716
2640,620.520
2641,651.221
2642,638.867
2643,604.844
2644,655.797
2645,598.622
2646,560.880
2647,628.022
2648,558.706
2649,555.783
2650,574.314
2651,545.549
2652,539.432
2653,536.457
2654,514.568
2655,509.813
2656,504.083
2657,500.408
2658,499.945
2659,496.335
2660,488.416
2661,461.337
2662,475.569
2663,485.804
2664,443.474
2665,448.915
2666,451.361
2667,445.260
2668,470.257
2669,460.266
2670,469.974
2671,488.605
2672,500.293
2673,484.616
2674,516.504
2675,506.970
2676,539.421
2677,569.694
2678,544.772
2679,581.837
2680,540.412
2681,610.220
2682,579.749
2683,613.896
2684,614.261
2685,608.114
2686,649.767
2687,666.490
2688,666.462
2689,689.698
2690,658.155
2691,721.371
2692,711.580
2693,728.282
2694,741.526
2695,817.211
2696,815.851
2697,840.729
2698,878.832
2699,918.690
2700,1001.758
2701,1041.864
2702,1137.455
2703,1173.813
2704,1234.330
2705,1266.294
2706,1179.330
2707,1283.028
2708,1140.593
2709,1197.232
2710,1203.670
2711,1302.891
2712,1267.777
2713,1285.747
2714,1357.865
2715,1276.231
2716,1262.375
2717,1258.073
2718,1122.867
2719,1142.833
2720,1137.995
2721,1047.260
2722,1156.603
2723,991.769
2724,1173.013
2725,934.787
2726,927.151
2727,955.326
2728,814.857
2729,938.680
2730,899.917
2731,935.118
2732,838.859
2733,961.161
2734,911.184
2735,941.922
2736,937.015
2737,952.584
2738,928.899
2739,985.326
2740,940.576
2741,1097.007
2742,1057.549
2743,1083.421
2744,1149.491
2745,1196.297
2746,1281.751
2747,1201.775
2748,1211.361
2749,1225.585
2750,1119.284
2751,1203.930
2752,908.316
2753,1034.642
2754,905.480
2755,917.808
2756,940.183
2757,900.689
2758,963.519
2759,953.270
2760,884.304
2761,962.009
2762,890.856
2763,896.057
2764,906.681
2765,906.396
2766,923.056
2767,908.163
2768,900.896
2769,901.097
2770,900.992
2771,903.119
2772,895.264
2773,970.673
2774,954.136
2775,911.967
2776,1008.359
2777,924.561
2778,967.070
2779,1021.009
2780,823.521
2781,846.907
2782,834.039
2783,776.521
2784,742.475
2785,743.477
2786,736.155
2787,722.776
2788,712.314
2789,699.555
2790,744.393
2791,690.600
2792,845.070
2793,748.729
2794,783.809
2795,802.827
2796,828.914
2797,773.660
2798,693.191
2799,654.040
2800,655.234
2801,584.873
2802,556.357
2803,503.873
2804,509.495
2805,481.236
2806,460.016
2807,462.511
2808,450.149
2809,430.911
2810,410.704
2811,427.284
2812,404.570
2813,430.307
2814,456.460
2815,471.526
2816,499.425
2817,509.055
2818,482.339
2819,520.084
2820,525.002
2821,512.402
2822,574.511
2823,561.658
2824,633.515
2825,650.679
2826,696.484
2827,749.536
2828,759.428
2829,650.456
2830,730.819
2831,651.649
2832,678.652
2833,766.746
2834,656.798
2835,733.921
2836,714.647
2837,622.193
2838,662.758
2839,592.534
2840,583.518
2841,604.140
2842,585.783
2843,626.032
2844,624.307
2845,635.963
2846,623.427
2847,643.325
2848,550.780
2849,628.929
2850,632.929
2851,683.092
2852,708.014
2853,700.453
2854,776.627
2855,861.626
2856,937.208
2857,1014.714
2858,1073.753
2859,987.611
2860,1244.471
2861,1055.702
2862,1054.027
2863,1190.467
2864,1033.984
2865,1149.953
2866,1123.853
2867,1223.000
2868,1123.363
2869,1068.133
2870,1012.105
2871,1059.143
2872,927.947
2873,1136.452
2874,972.745
2875,748.989
2876,901.562
2877,799.514
2878,813.744
2879,819.005
2880,889.874
2881,863.341
2882,873.971
2883,836.758
2884,842.038
2885,687.349
2886,779.603
2887,702.192
2888,624.306
2889,713.600
2890,620.181
2891,711.522
2892,656.565
2893,595.596
2894,650.156
2895,606.614
2896,566.299
2897,698.226
2898,594.576
2899,540.325
2900,642.253
2901,509.565
2902,519.606
2903,550.249
2904,497.569
2905,530.239
2906,530.582
2907,520.164
2908,495.123
2909,480.986
2910,483.678
2911,456.386
2912,431.525
2913,419.811
2914,419.793
2915,412.593
2916,377.245
2917,354.962
2918,384.334
2919,329.368
2920,261.822
2921,426.722
2922,422.658
2923,274.090
2924,411.053
2925,420.904
2926,365.848
2927,357.423
2928,248.018
2929,450.354
2930,413.536
2931,414.045
2932,402.100
2933,393.584
2934,406.086
2935,409.032
2936,411.804
2937,406.229
2938,414.134
2939,420.221
2940,419.200
2941,473.419
2942,385.017
2943,352.489
2944,475.712
2945,492.605
2946,430.391
2947,394.861
2948,443.715
2949,359.286
2950,395.911
2951,329.273
2952,228.450
2953,474.943
2954,366.564
2955,481.616
2956,410.687
2957,449.554
2958,368.144
2959,328.966
2960,285.698
2961,406.011
2962,356.504
2963,315.111
2964,287.224
2965,346.214
2966,301.811
2967,331.796
2968,362.114
2969,299.733
2970,288.685
2971,420.870
2972,363.887
2973,322.947
2974,314.782
2975,227.112
2976,241.958
2977,265.309
2978,260.044
2979,270.264
2980,274.045
2981,281.075
2982,322.313
2983,430.360
2984,492.254
2985,510.060
2986,460.282
2987,965.799
2988,916.871
2989,603.998
2990,990.384
2991,605.754
2992,900.268
2993,832.620
2994,1000.053
2995,825.563
2996,533.570
2997,509.424
2998,252.554
2999,193.648
3000,206.289
3001,191.221
3002,177.027
3003,156.758
3004,156.159
3005,142.809
3006,124.179
3007,141.775
3008,119.794
3009,111.616
3010,124.102
3011,118.704
3012,152.701
3013,128.086
3014,136.568
3015,165.093
3016,164.124
3017,163.849
3018,117.898
3019,141.033
3020,174.223
3021,199.941
3022,339.423
3023,244.334
3024,271.346
3025,341.376
3026,403.614
3027,432.925
3028,521.912
3029,522.653
3030,576.957
3031,525.279
3032,527.295
3033,519.906
3034,542.848
3035,519.336
3036,555.483
3037,597.048
3038,594.460
3039,549.072
3040,588.401
3041,589.487
3042,566.625
3043,569.343
3044,558.415
3045,513.156
3046,529.880
3047,532.278
3048,477.132
3049,467.070
3050,420.282
3051,434.807
3052,470.016
3053,529.091
3054,528.782
3055,540.023
3056,348.973
3057,185.809
3058,154.859
3059,194.488
3060,235.493
3061,202.716
3062,394.690
3063,204.853
3064,281.161
3065,404.368
3066,478.066
3067,531.988
3068,548.875
3069,570.956
3070,556.666
3071,547.452
3072,517.289
3073,512.853
3074,476.061
3075,478.758
3076,431.152
3077,417.397
3078,430.132
3079,480.926
3080,509.845
3081,674.417
3082,642.828
3083,685.820
3084,636.998
3085,133.549
3086,189.095
3087,436.260
3088,118.888
3089,139.128
3090,248.226
3091,133.329
3092,192.624
3093,243.629
3094,240.182
3095,234.409
3096,225.344
3097,242.505
3098,230.897
3099,245.586
3100,276.701
3101,292.389
3102,290.010
3103,298.731
3104,296.699
3105,304.973
3106,303.007
3107,331.997
3108,341.362
3109,334.760
3110,340.335
3111,323.592
3112,338.075
3113,315.679
3114,258.044
3115,295.649
3116,306.189
3117,296.686
3118,282.923
3119,300.761
3120,224.988
3121,249.284
3122,197.703
3123,275.725
3124,228.227
3125,204.916
3126,259.899
3127,249.852
3128,247.256
3129,265.845
3130,307.353
3131,275.311
3132,251.919
3133,243.714
3134,265.175
3135,238.954
3136,243.303
3137,381.234
3138,408.040
3139,379.393
3140,254.818
3141,295.534
3142,347.760
3143,186.248
3144,349.163
3145,324.379
3146,298.266
3147,316.603
3148,243.987
3149,243.846
3150,245.281
3151,287.083
3152,315.175
3153,269.902
3154,283.510
3155,290.877
3156,298.356
3157,345.481
3158,349.190
3159,426.095
3160,548.844
3161,197.984
3162,264.096
3163,575.611
3164,511.750
3165,738.084
3166,889.795
3167,898.396
3168,900.089
3169,848.865
3170,899.985
3171,899.296
3172,887.442
3173,924.434
3174,907.557
3175,929.387
3176,835.114
3177,829.232
3178,762.439
3179,819.317
3180,773.024
3181,732.899
3182,674.945
3183,721.393
3184,769.327
3185,852.867
3186,841.195
3187,954.326
3188,952.964
3189,901.529
3190,913.698
3191,560.382
3192,666.248
3193,434.785
3194,462.291
3195,492.511
3196,381.049
3197,406.904
3198,437.441
3199,482.541
3200,488.262
3201,480.129
3202,473.829
3203,485.270
3204,498.778
3205,440.747
3206,465.130
3207,283.374
3208,487.515
3209,422.189
3210,383.883
3211,563.197
3212,550.271
3213,617.656
3214,564.312
3215,541.443
3216,537.434
3217,499.478
3218,561.600
3219,529.876
3220,514.236
3221,452.301
3222,465.678
3223,508.935
3224,475.343
3225,506.255
3226,435.664
3227,381.453
3228,383.555
3229,350.313
3230,268.827
3231,100.529
3232,95.756
3233,80.857
3234,85.021
3235,128.545
3236,112.438
3237,87.786
3238,105.481
3239,111.816
3240,136.330
3241,152.339
3242,189.992
3243,137.682
3244,147.791
3245,152.175
3246,224.703
3247,204.132
3248,162.761
3249,190.022
3250,187.139
3251,194.881
3252,208.974
3253,248.946
3254,193.558
3255,163.105
3256,169.036
3257,177.933
3258,169.004
3259,163.876
3260,173.900
3261,172.001
3262,213.299
3263,193.926
3264,165.439
3265,220.162
3266,283.280
3267,286.592
3268,283.956
3269,263.365
3270,245.784
3271,259.761
3272,275.734
3273,277.143
3274,279.106
3275,283.017
3276,281.211
3277,278.765
3278,277.436
3279,271.008
3280,276.402
3281,289.241
3282,305.726
3283,317.512
3284,325.718
3285,327.740
3286,335.948
3287,350.492
3288,361.838
3289,378.797
3290,409.094
3291,431.027
3292,448.703
3293,489.724
3294,507.467
3295,530.014
3296,540.674
3297,547.617
3298,540.480
3299,524.168
3300,515.435
3301,525.451
3302,514.922
3303,507.343
3304,519.224
3305,530.594
3306,538.886
3307,555.679
3308,555.274
3309,554.952
3310,552.176
3311,566.772
3312,572.756
3313,582.062
3314,579.959
3315,576.642
3316,570.950
3317,563.917
3318,544.975
3319,531.933
3320,539.027
3321,570.396
3322,580.391
3323,575.432
3324,572.491
3325,586.617
3326,593.467
3327,606.284
3328,612.128
3329,612.703
3330,616.779
3331,628.362
3332,645.817
3333,615.064
3334,595.050
3335,577.613
3336,582.071
3337,577.910
3338,558.635
3339,543.835
3340,551.051
3341,547.083
3342,531.198
3343,539.612
3344,540.751
3345,557.183
3346,561.594
3347,580.836
3348,594.795
3349,604.849
3350,614.326
3351,616.785
3352,641.992
3353,638.099
3354,647.667
3355,668.158
3356,674.959
3357,675.232
3358,693.762
3359,685.953
3360,694.517
3361,699.824
3362,695.798
3363,667.004
3364,679.755
3365,659.381
3366,640.363
3367,644.562
3368,616.871
3369,579.621
3370,572.603
3371,556.186
3372,537.287
3373,536.740
3374,523.803
3375,508.639
3376,549.125
3377,551.960
3378,523.700
3379,482.918
3380,573.606
3381,570.550
3382,627.267
3383,656.064
3384,672.850
3385,704.113
3386,707.401
3387,707.252
3388,711.547
3389,718.659
3390,693.511
3391,711.527
3392,702.199
3393,681.400
3394,713.927
3395,686.309
3396,629.742
3397,605.858
3398,322.164
3399,409.847
3400,449.902
3401,486.563
3402,328.320
3403,378.817
3404,490.783
3405,428.888
3406,360.670
3407,391.789
3408,390.007
3409,260.290
3410,293.689
3411,376.086
3412,242.129
3413,289.916
3414,320.249
3415,376.612
3416,291.193
3417,289.888
3418,338.607
3419,378.079
3420,533.274
3421,405.394
3422,414.878
3423,336.244
3424,338.540
3425,236.229
3426,232.156
3427,232.842
3428,195.177
3429,206.799
3430,273.522
3431,204.713
3432,214.325
3433,221.591
3434,211.945
3435,247.321
3436,212.175
3437,249.282
3438,225.850
3439,225.890
3440,303.893
3441,257.652
3442,252.686
3443,243.822
3444,227.126
3445,220.200
3446,221.447
3447,201.786
3448,232.435
3449,208.334
3450,215.086
3451,223.587
3452,222.668
3453,222.085
3454,227.937
3455,228.674
3456,233.830
3457,241.269
3458,241.356
3459,264.770
3460,234.297
3461,273.905
3462,339.793
3463,304.860
3464,319.483
3465,322.358
3466,312.828
3467,349.023
3468,328.976
3469,341.910
3470,343.587
3471,297.953
3472,277.146
3473,341.026
3474,261.446
3475,266.248
3476,232.670
3477,257.523
3478,275.766
3479,268.109
3480,253.741
3481,274.559
3482,206.324
3483,203.939
3484,209.987
3485,234.657
3486,217.719
3487,199.582
3488,213.437
3489,232.255
3490,193.862
3491,115.763
3492,171.622
3493,170.352
3494,140.724
3495,106.368
3496,79.216
3497,76.592
3498,72.367
3499,82.640
3500,90.404
3501,88.781
3502,91.738
3503,73.930
3504,83.097
3505,83.162
3506,79.466
3507,76.085
3508,72.379
3509,69.447
3510,72.029
3511,77.390
3512,82.143
3513,86.160
3514,89.412
3515,86.086
3516,81.930
3517,74.807
3518,68.406
3519,66.423
3520,68.744
3521,61.714
3522,60.035
3523,56.485
3524,54.399
3525,56.818
3526,57.802
3527,57.142
3528,61.833
3529,63.223
3530,63.483
3531,64.588
3532,61.664
3533,68.920
3534,67.428
3535,77.584
3536,77.093
3537,76.245
3538,75.467
3539,72.609
3540,71.579
3541,81.909
3542,100.720
3543,109.593
3544,113.001
3545,106.621
3546,101.097
3547,105.046
3548,105.288
3549,98.261
3550,114.732
3551,131.792
3552,116.322
3553,128.072
3554,128.198
3555,128.481
3556,136.225
3557,122.669
3558,124.494
3559,116.760
3560,132.693
3561,135.705
3562,114.952
3563,165.047
3564,145.187
3565,95.098
3566,82.124
3567,112.407
3568,81.666
3569,91.904
3570,112.492
3571,95.686
3572,130.643
3573,129.999
3574,93.091
3575,87.304
3576,89.535
3577,84.395
3578,74.170
3579,69.600
3580,92.994
3581,118.633
3582,92.154
3583,119.497
3584,135.656
3585,120.662
3586,208.775
3587,310.873
3588,279.827
3589,283.225
3590,311.191
3591,334.748
3592,334.353
3593,295.172
3594,330.461
3595,352.512
3596,360.965
3597,370.456
3598,369.901
3599,338.517
3600,380.203
3601,379.072
3602,340.169
3603,354.223
3604,358.222
3605,281.496
3606,158.014
3607,412.212
3608,394.963
3609,404.552
3610,430.696
3611,364.126
3612,307.275
3613,318.798
3614,248.642
3615,280.146
3616,250.707
3617,444.817
3618,473.087
3619,443.429
3620,448.779
3621,474.635
3622,461.659
3623,453.481
3624,436.765
3625,351.066
3626,273.387
3627,364.738
3628,360.635
3629,346.372
3630,316.928
3631,363.208
3632,404.371
3633,448.411
3634,400.151
3635,360.917
3636,363.770
3637,335.570
3638,322.604
3639,297.412
3640,249.068
3641,241.677
3642,236.920
3643,244.986
3644,265.318
3645,246.749
3646,234.976
3647,230.748
3648,235.947
3649,229.432
3650,226.022
3651,209.484
3652,203.832
3653,203.757
3654,201.764
3655,194.837
3656,184.703
3657,182.290
3658,200.770
3659,236.557
3660,235.146
3661,230.202
3662,227.121
3663,257.827
3664,249.587
3665,260.108
3666,253.253
3667,269.625
3668,315.891
3669,350.122
3670,419.848
3671,618.535
3672,755.341
3673,897.274
3674,980.771
3675,1037.141
3676,1030.317
3677,543.146
3678,470.165
3679,1031.440
3680,1178.666
3681,685.336
3682,534.208
3683,505.112
3684,471.286
3685,411.416
3686,409.561
3687,379.882
3688,373.825
3689,369.353
3690,372.988
3691,363.908
3692,348.096
3693,329.548
3694,322.397
3695,317.216
3696,322.078
3697,339.809
3698,378.577
3699,417.075
3700,463.915
3701,516.042
3702,561.303
3703,619.819
3704,754.248
3705,891.003
3706,901.831
3707,913.283
3708,1037.077
3709,1166.507
3710,1218.130
3711,1247.164
3712,1288.046
3713,1264.708
3714,1311.544
3715,1388.010
3716,1400.926
3717,1412.165
3718,1434.243
3719,1387.239
3720,1329.681
3721,1356.260
3722,1446.311
3723,1170.194
3724,1173.030
3725,1189.374
3726,1314.168
3727,1302.281
3728,1397.691
3729,1215.595
3730,1408.810
3731,1430.105
3732,1571.736
3733,1574.415
3734,1591.996
3735,1556.569
3736,1535.926
3737,1491.524
3738,1534.962
3739,1499.291
3740,1495.318
3741,1509.385
3742,1514.144
3743,1590.364
3744,1673.556
3745,1672.050
3746,1687.759
3747,1673.893
3748,1671.812
3749,1679.736
3750,1689.869
3751,1683.725
3752,1524.360
3753,1547.940
3754,1598.915
3755,1508.612
3756,1540.979
3757,1497.564
3758,1550.569
3759,1570.256
3760,1531.904
3761,1617.857
3762,1641.409
3763,1637.782
3764,1634.384
3765,1639.249
3766,1644.396
3767,1665.302
3768,1658.814
3769,1657.139
3770,1678.872
3771,1663.375
3772,1674.525
3773,1666.474
3774,1676.648
3775,1686.255
3776,1680.704
3777,1688.533
3778,1715.933
3779,1714.838
3780,1714.636
3781,1713.061
3782,1712.174
3783,1707.528
3784,1708.729
3785,1711.705
3786,1735.645
3787,1725.545
3788,1724.164
3789,1723.058
3790,1740.734
3791,1712.637
3792,1692.260
3793,1706.963
3794,1696.766
3795,1707.779
3796,1716.419
3797,1714.164
3798,1745.625
3799,1730.424
3800,1735.142
3801,1736.607
3802,1754.562
3803,1738.154
3804,1738.582
3805,1740.618
3806,1769.615
3807,1736.489
3808,1733.984
3809,1722.489
3810,1739.861
3811,1716.890
3812,1705.489
3813,1608.141
3814,1640.468
3815,1526.502
3816,1434.265
3817,721.193
3818,674.497
3819,640.527
3820,584.820
3821,523.213
3822,559.100
3823,582.038
3824,581.012
3825,591.451
3826,582.700
3827,517.671
3828,506.868
3829,500.518
3830,522.445
3831,511.724
3832,501.337
3833,503.349
3834,506.286
3835,464.208
3836,447.163
3837,443.247
3838,440.941
3839,448.725
3840,440.156
3841,436.446
3842,442.865
3843,419.151
3844,418.343
3845,410.784
3846,437.051
3847,440.230
3848,465.876
3849,484.450
3850,495.794
3851,505.564
3852,525.525
3853,552.096
3854,573.799
3855,591.694
3856,615.007
3857,629.976
3858,655.141
3859,675.602
3860,669.396
3861,677.366
3862,669.851
3863,669.540
3864,669.214
3865,659.994
3866,659.328
3867,629.417
3868,587.494
3869,582.817
3870,554.650
3871,528.960
3872,491.073
3873,443.732
3874,349.317
3875,174.532
3876,187.482
3877,189.354
3878,207.902
3879,212.024
3880,148.496
3881,158.467
3882,173.415
3883,157.504
3884,245.499
3885,235.849
3886,265.867
3887,185.609
3888,145.099
3889,167.849
3890,239.133
3891,203.291
3892,185.567
3893,279.398
3894,284.549
3895,207.562
3896,297.832
3897,276.873
3898,269.291
3899,405.541
3900,225.231
3901,385.017
3902,354.662
3903,376.459
3904,391.552
3905,396.172
3906,390.382
3907,332.018
3908,304.075
3909,122.441
3910,131.293
3911,138.076
3912,151.595
3913,180.403
3914,221.011
3915,239.576
3916,286.325
3917,298.721
3918,294.049
3919,314.769
3920,343.595
3921,335.169
3922,413.810
3923,502.665
3924,499.166
3925,550.146
3926,611.187
3927,659.032
3928,627.523
3929,471.437
3930,290.503
3931,247.456
3932,220.285
3933,240.741
3934,161.848
3935,168.986
3936,205.805
3937,227.002
3938,235.233
3939,205.038
3940,215.977
3941,290.055
3942,244.672
3943,216.016
3944,210.665
3945,232.448
3946,225.309
3947,215.239
3948,260.091
3949,281.356
3950,253.626
3951,292.148
3952,275.744
3953,261.593
3954,392.703
3955,308.929
3956,292.735
3957,419.686
3958,447.327
3959,406.705
3960,339.496
3961,489.323
3962,521.854
3963,588.442
3964,539.772
3965,574.630
3966,963.350
3967,582.419
3968,819.701
3969,844.656
3970,458.554
3971,458.709
3972,568.557
3973,608.396
3974,493.509
3975,629.884
3976,594.865
3977,735.484
3978,1017.532
3979,1161.241
3980,1206.258
3981,1226.614
3982,1287.092
3983,1088.974
3984,600.286
3985,842.462
3986,886.111
3987,672.825
3988,1061.779
3989,714.374
3990,830.818
3991,925.650
3992,1263.710
3993,1070.181
3994,572.778
3995,1180.187
3996,980.798
3997,833.830
3998,525.931
3999,568.042
4000,719.548
4001,568.263
4002,639.005
4003,800.894
4004,942.981
4005,1132.199
4006,1050.822
4007,1059.291
4008,927.097
4009,894.240
4010,1018.916
4011,804.974
4012,702.509
4013,386.124
4014,478.007
4015,382.448
4016,250.725
4017,271.503
4018,432.691
4019,374.484
4020,253.924
4021,413.353
4022,354.924
4023,356.756
4024,468.095
4025,467.673
4026,452.125
4027,283.891
4028,150.189
4029,153.050
4030,197.535
4031,304.981
4032,365.747
4033,375.136
4034,348.881
4035,303.862
4036,256.588
4037,218.524
4038,332.605
4039,386.985
4040,504.770
4041,468.135
4042,416.263
4043,348.041
4044,251.324
4045,190.072
4046,298.536
4047,263.038
4048,257.529
4049,248.024
4050,198.530
4051,92.750
4052,90.437
4053,111.444
4054,170.826
4055,333.466
4056,373.359
4057,201.974
4058,142.248
4059,151.776
4060,117.233
4061,94.482
4062,91.682
4063,142.497
4064,209.463
